Order_ID,Agent_Age,Order_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category
deff957321361,34,4.2,18.530963,73.828972,18.590963,73.888972,2022-03-21,22:50:00,23:00:00,Stormy,Low ,motorcycle ,Metropolitian ,140.0,Electronics
vakz912181469,26,4.7,26.766536,75.837333,26.826536,75.897333,2022-03-09,22:45:00,22:55:00,Windy,Low ,motorcycle ,Metropolitian ,14.0,Grocery
lxlx275255455,35,4.7,22.722634,75.886959,22.762634,75.926959,2022-03-03,15:10:00,15:15:00,Cloudy,Medium ,motorcycle ,Metropolitian ,85.0,Shoes
dowq522268038,15,4.2,12.98041,77.640489,13.01041,77.670489,2022-04-01,18:30:00,18:35:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,185.0,Electronics
xdao434795901,24,2.6,22.307898,73.167788,22.417898,73.277788,2022-04-06,22:35:00,22:50:00,Sunny,Low ,motorcycle ,Metropolitian ,210.0,Toys
qzve473103395,33,4.3,19.091458,72.827808,19.201458,72.937808,2022-04-02,17:20:00,17:30:00,Cloudy,Medium ,motorcycle ,Metropolitian ,170.0,Kitchen
sgrh968289641,26,4.6,19.874733,75.353942,19.984733,75.463942,2022-02-14,18:35:00,18:50:00,Windy,Medium ,motorcycle ,Metropolitian ,125.0,Pet Supplies
jpet729617185,32,5.0,13.045479,80.23311,13.155479,80.34311,2022-03-04,19:20:00,19:35:00,Windy,Jam ,scooter ,Urban ,150.0,Shoes
tbbu562785662,37,4.9,26.956431,75.776649,27.046431,75.866649,2022-03-20,19:10:00,19:25:00,Fog,Jam ,motorcycle ,Metropolitian ,240.0,Skincare
yhct639146328,26,4.9,10.027014,76.308053,10.157014,76.438053,2022-02-12,23:55:00,00:00:00,Stormy,Low ,scooter ,Metropolitian ,90.0,Jewelry
vpzi082179640,31,4.8,11.008638,76.984311,11.138638,77.114311,2022-03-27,23:10:00,23:15:00,Stormy,Low ,scooter ,Metropolitian ,140.0,Pet Supplies
wxqg297592780,37,4.6,13.022394,80.242439,13.112394,80.332439,2022-03-10,17:45:00,17:50:00,Stormy,Medium ,motorcycle ,Urban ,130.0,Jewelry
eein393878639,26,4.7,19.065838,72.832658,19.175838,72.942658,2022-03-06,21:55:00,22:10:00,Sunny,Jam ,scooter ,Urban ,80.0,Skincare
qkiq165480717,37,4.8,22.75004,75.902847,22.78004,75.932847,2022-03-07,20:50:00,20:55:00,Cloudy,Jam ,motorcycle ,Metropolitian ,125.0,Toys
xkxm865630486,21,4.4,21.173493,72.801953,21.203493,72.831953,2022-04-03,22:25:00,22:40:00,Windy,Low ,motorcycle ,Metropolitian ,15.0,Grocery
bvni933228891,22,4.0,13.029198,77.570997,13.039198,77.580997,2022-03-13,09:45:00,09:55:00,Sandstorms,Low ,motorcycle ,Urban ,28.0,Grocery
befv867092423,38,4.5,13.026279,80.174568,13.036279,80.184568,2022-03-28,10:20:00,10:25:00,Windy,Low ,motorcycle ,Urban ,100.0,Snacks
hobf254746878,28,4.0,13.091809,80.219104,13.131809,80.259104,2022-03-15,13:30:00,13:45:00,Stormy,High ,motorcycle ,Metropolitian ,160.0,Shoes
emki208355100,31,4.9,22.308096,73.167753,22.348096,73.207753,2022-03-28,12:15:00,12:30:00,Cloudy,High ,motorcycle ,Metropolitian ,190.0,Shoes
eiug703797186,24,4.8,21.183434,72.814492,21.203434,72.834492,2022-03-01,08:45:00,08:55:00,Cloudy,Low ,scooter ,Metropolitian ,70.0,Skincare
pajv540287866,26,6.0,18.533811,73.899315,18.623811,73.989315,2022-04-02,19:35:00,19:40:00,Sandstorms, NaN ,motorcycle ,Metropolitian ,150.0,Cosmetics
pfch546197063,20,4.7,11.003681,76.975525,11.053681,77.025525,2022-03-15,19:10:00,19:25:00,Cloudy,Jam ,scooter ,Metropolitian ,145.0,Books
watp349944722,29,4.8,21.149669,72.772629,21.279669,72.902629,2022-04-06,22:50:00,22:55:00,Windy,Low ,scooter ,Urban ,12.0,Grocery
ipvd026583007,32,4.0,12.975377,77.696664,13.045377,77.766664,2022-03-23,18:45:00,18:50:00,Windy,Medium ,motorcycle ,Urban ,245.0,Sports
pexn467185751,20,4.9,22.311358,73.164798,22.421358,73.274798,2022-03-25,17:25:00,17:35:00,Fog,Medium ,motorcycle ,Metropolitian ,210.0,Electronics
nmla539707523,26,5.0,12.986047,80.218114,13.056047,80.288114,2022-03-27,19:00:00,19:15:00,Sandstorms,Medium ,van,Urban ,120.0,Skincare
dbuw981669021,38,4.8,21.175975,72.795503,21.285975,72.905503,2022-03-25,20:00:00,20:10:00,Cloudy,Jam ,motorcycle ,Metropolitian ,230.0,Shoes
dbyg819334603,34,4.6,15.496162,73.825364,15.536162,73.865364,2022-02-17,13:50:00,13:55:00,Sandstorms,High ,van,Urban ,27.0,Grocery
koew144021127,27,4.5,26.913726,75.75282,26.933726,75.77282,2022-04-03,08:10:00,08:15:00,Stormy,Low ,motorcycle ,Metropolitian ,65.0,Apparel
qmjh777621315,29,5.0,22.569367,88.433187,22.639367,88.503187,2022-02-12,20:55:00,21:10:00,Windy,Jam ,motorcycle ,Metropolitian ,125.0,Clothing
pszf462397050,24,4.9,21.170798,72.790489,21.300798,72.920489,2022-04-04,19:20:00,19:35:00,Windy,Jam ,motorcycle ,Urban ,120.0,Snacks
figc612141073,21,4.9,22.74806,75.8934,22.75806,75.9034,2022-03-05,08:30:00,08:45:00,Cloudy,Low ,motorcycle ,Metropolitian ,60.0,Apparel
gpwj834408989,33,4.4,30.895817,75.813112,30.905817,75.823112,2022-02-13,09:25:00,09:40:00,Windy,Low ,motorcycle ,Metropolitian ,120.0,Clothing
pwbf401580256,35,4.7,23.357804,85.325146,23.417804,85.385146,2022-03-01,21:30:00,21:40:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,29.0,Grocery
vpzj106843126,35,4.7,11.010375,76.95295,11.090375,77.03295,2022-03-31,23:15:00,23:20:00,Stormy,Low ,scooter ,Metropolitian ,90.0,Home
rpxi920665792,29,4.8,19.120083,72.907385,19.190083,72.977385,2022-04-06,23:45:00,23:55:00,Cloudy,Low ,motorcycle ,Metropolitian ,23.0,Grocery
vhkj347911892,21,4.9,18.563934,73.915367,18.643935,73.995367,2022-03-23,23:30:00,23:35:00,Windy,Low ,motorcycle ,Metropolitian ,95.0,Skincare
ilfo183800165,29,4.6,12.906229,77.596791,13.016229,77.706791,2022-04-04,21:45:00,21:50:00,Windy,Jam ,motorcycle ,Urban ,145.0,Home
blgx713939207,22,4.7,12.933298,77.614293,13.023298,77.704293,2022-03-20,20:15:00,20:30:00,Sunny,Jam ,motorcycle ,Metropolitian ,120.0,Cosmetics
wlra252926669,24,4.4,27.161661,78.011544,27.241661,78.091544,2022-02-18,20:45:00,21:00:00,Cloudy,Jam ,scooter ,Metropolitian ,200.0,Toys
vxra135801103,23,4.9,12.337928,76.617889,12.347928,76.627889,2022-03-11,11:35:00,11:50:00,Stormy,High ,scooter ,Metropolitian ,110.0,Pet Supplies
fzng561300776,27,4.6,13.066762,80.251865,13.076762,80.261865,2022-03-13,11:15:00,11:20:00,Windy,High ,scooter ,Urban ,60.0,Toys
sdij345774967,33,4.1,10.994136,76.963303,11.074136,77.043303,2022-03-10,18:20:00,18:25:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,215.0,Jewelry
ylyn963444268,35,4.6,17.440827,78.393391,17.550827,78.503391,2022-03-02,18:15:00,18:30:00,Windy,Medium ,scooter ,Metropolitian ,130.0,Outdoors
prwc675910621,21,4.7,11.003681,76.975525,11.033681,77.005525,2022-03-24,17:15:00,17:30:00,Windy,Medium ,scooter ,Metropolitian ,135.0,Apparel
sqjm123634300,39,4.4,13.064181,80.236442,13.154181,80.326442,2022-03-23,22:15:00,22:25:00,Fog,Low ,motorcycle ,Metropolitian ,175.0,Electronics
bptj463968079,34,4.8,13.066762,80.251865,13.116762,80.301865,2022-03-26,22:45:00,22:50:00,Windy,Low ,scooter ,Metropolitian ,135.0,Sports
nltq801700453,20,4.7,19.091458,72.827808,19.111458,72.847808,2022-03-19,08:45:00,08:50:00,Fog,Low ,scooter ,Metropolitian ,85.0,Snacks
dmps249322564,30,4.7,23.416792,85.316842,23.476792,85.376842,2022-03-24,23:45:00,00:00:00,Sunny,Low ,motorcycle ,Metropolitian ,75.0,Cosmetics
gego068198063,37,4.7,30.362686,78.06889,30.492686,78.19889,2022-02-12,21:20:00,21:30:00,Fog,Jam ,scooter ,Metropolitian ,195.0,Home
fptn470372741,39,4.6,22.725748,75.898497,22.755747,75.928497,2022-03-15,20:10:00,20:20:00,Stormy,Jam ,motorcycle ,Other,125.0,Clothing
gqbu367833799,26,5.0,17.410371,78.437225,17.520371,78.547225,2022-04-04,17:25:00,17:30:00,Sunny,Medium ,motorcycle ,Metropolitian ,90.0,Skincare
fnep523025583,21,4.7,18.56245,73.916619,18.65245,74.006619,2022-03-10,23:45:00,23:55:00,Fog,Low ,scooter ,Metropolitian ,140.0,Sports
prmd574549289,35,4.8,12.972161,77.596014,12.992161,77.616014,2022-03-13,10:00:00,10:05:00,Sandstorms,Low ,scooter ,Metropolitian ,145.0,Electronics
mrjm925736117,39,4.6,23.416792,85.316842,23.446792,85.346842,2022-03-11,18:35:00,18:50:00,Sandstorms,Medium ,motorcycle ,Urban ,160.0,Books
bxmi331655934,39,5.0,12.906229,77.596791,13.036229,77.726791,2022-03-02,23:10:00,23:15:00,Cloudy,Low ,motorcycle ,Metropolitian ,205.0,Kitchen
mhbw191834924,27,4.9,9.979186,76.317361,10.049186,76.387361,2022-02-18,21:00:00,21:10:00,Cloudy,Jam ,motorcycle ,Metropolitian ,195.0,Jewelry
zgus506380717,33,4.8,13.049645,80.242268,13.079645,80.272268,2022-03-07,18:35:00,18:40:00,Fog,Medium ,scooter ,Metropolitian ,80.0,Skincare
qebb550457670,33,4.8,17.411028,78.329645,17.541028,78.459645,2022-03-10,21:15:00,21:25:00,Fog,Jam ,motorcycle ,Metropolitian ,240.0,Electronics
nkwa401940966,37,4.7,12.933284,77.615428,13.003284,77.685428,2022-04-06,17:20:00,17:35:00,Cloudy,Medium ,motorcycle ,Metropolitian ,200.0,Jewelry
cywj467789158,20,4.6,11.000762,76.981876,11.020762,77.001876,2022-03-03,08:20:00,08:30:00,Stormy,Low ,motorcycle ,Urban ,55.0,Kitchen
xntp740548398,31,4.2,18.539299,73.897902,18.609299,73.967902,2022-03-10,21:00:00,21:05:00,Cloudy,Jam ,scooter ,Urban ,175.0,Skincare
pvcu885016852,27,4.6,11.022298,76.998349,11.042298,77.018349,2022-03-07,11:30:00,11:40:00,Sunny,High ,van,Metropolitian ,80.0,Apparel
xzhm898208742,37,4.9,22.310329,73.169083,22.360329,73.219083,2022-03-09,17:25:00,17:40:00,Fog,Medium ,scooter ,Urban ,75.0,Snacks
uglc908112005,34,4.4,12.949934,77.699386,12.999934,77.749386,2022-03-05,21:45:00,22:00:00,Stormy,Jam ,scooter ,Urban ,155.0,Clothing
ggni863426619,25,4.7,11.022169,76.999594,11.082169,77.059594,2022-03-17,22:40:00,22:50:00,Fog,Low ,motorcycle ,Urban ,55.0,Toys
bzru027859331,37,4.7,19.875908,75.358888,19.925908,75.408888,2022-02-17,22:40:00,22:50:00,Cloudy,Low ,motorcycle ,Urban ,110.0,Clothing
abfq998863769,23,4.7,10.006881,76.345397,10.076881,76.415397,2022-02-14,22:50:00,23:05:00,Stormy,Low ,scooter ,Other,80.0,Books
wywl453950288,27,5.0,12.326356,76.619103,12.366356,76.659103,2022-03-05,15:00:00,15:05:00,Fog,High ,motorcycle ,Metropolitian ,120.0,Pet Supplies
dypb040671273,36,4.7,17.431477,78.40035,17.451477,78.42035,2022-03-11,10:25:00,10:40:00,Cloudy,Low ,van,Urban ,80.0,Clothing
vqlk306910270,30,4.3,26.88842,75.800689,27.02842,75.940689,2022-03-18,19:35:00,19:45:00,Windy,Jam ,motorcycle ,Other,210.0,Clothing
lmam222460100,28,4.7,11.003669,76.976494,11.073669,77.046494,2022-03-14,21:15:00,21:30:00,Fog,Jam ,scooter ,Metropolitian ,155.0,Kitchen
ntqf654847526,15,4.7,13.022394,80.242439,13.072394,80.292439,2022-03-17,23:35:00,23:40:00,Stormy,Low ,scooter ,Metropolitian ,80.0,Kitchen
wltg948769753,22,6.0,18.51421,73.838429,18.62421,73.948429,2022-04-06,23:20:00,23:30:00,Windy,Low ,motorcycle ,Metropolitian ,80.0,Sports
wfnp526037482,28,4.7,12.352058,76.60665,12.462058,76.71665,2022-03-25,18:20:00,18:30:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,125.0,Apparel
snnk405400637,34,4.8,21.186884,72.793616,21.196884,72.803616,2022-04-05,08:45:00,08:50:00,Cloudy,Low ,van,Metropolitian ,90.0,Electronics
wpqb321718229,25,4.8,22.307898,73.167788,22.417898,73.277788,2022-03-14,18:25:00,18:40:00,Windy,Medium ,scooter ,Metropolitian ,130.0,Toys
idya109511672,34,3.5,26.892312,75.806896,26.972313,75.886896,2022-03-31,17:35:00,17:40:00,Windy,Medium ,motorcycle ,Metropolitian ,160.0,Outdoors
nfya937262694,33,4.6,23.359033,85.325347,23.449033,85.415347,2022-03-12,21:15:00,21:25:00,Windy,Jam ,motorcycle ,Urban ,250.0,Pet Supplies
lmop404805897,21,4.6,22.552996,88.35231,22.572996,88.37231,2022-02-17,11:55:00,12:00:00,Stormy,High ,scooter ,Urban ,80.0,Toys
ybxm786583586,25,4.6,22.538731,88.364878,22.598731,88.424878,2022-02-15,17:40:00,17:50:00,Stormy,Medium ,motorcycle ,Metropolitian ,115.0,Pet Supplies
enld417016844,23,4.9,22.311603,73.165012,22.351603,73.205012,2022-04-05,14:40:00,14:45:00,Windy,High ,motorcycle ,Metropolitian ,95.0,Toys
lmmw269814056,34,4.9,30.895204,75.822103,30.945204,75.872103,2022-02-17,22:40:00,22:55:00,Stormy,Low ,motorcycle ,Metropolitian ,125.0,Pet Supplies
iwhg780258471,25,4.7,17.428294,78.404423,17.498294,78.474423,2022-03-31,18:50:00,18:55:00,Fog,Medium ,scooter ,Metropolitian ,185.0,Shoes
iwgk345795951,28,4.9,25.450329,81.834279,25.540329,81.924279,2022-02-12,22:15:00,22:20:00,Sandstorms,Low ,van,Metropolitian ,50.0,Jewelry
tsgt870627135,34,3.7,18.546947,73.900626,18.656947,74.010626,2022-03-27,21:30:00,21:40:00,Stormy,Jam ,scooter ,Metropolitian ,170.0,Electronics
iceq731335361,24,4.5,26.956431,75.776649,27.066431,75.886649,2022-03-08,23:30:00,23:40:00,Stormy,Low ,scooter ,Metropolitian ,70.0,Electronics
xiqr562543389,31,5.0,13.026279,80.174568,13.086279,80.234568,2022-03-28,20:25:00,20:30:00,Cloudy,Jam ,motorcycle ,Other,130.0,Toys
vavf041518880,32,6.0,30.340722,78.060221,30.430722,78.150221,2022-02-16,17:30:00,17:45:00,Sunny,Medium ,motorcycle ,Metropolitian ,85.0,Snacks
ojgk976611501,28,5.0,19.874733,75.353942,19.964733,75.443942,2022-02-14,18:00:00,18:15:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,145.0,Toys
gzhs999389838,29,4.5,26.911927,75.797282,27.001927,75.887282,2022-03-31,19:00:00,19:10:00,Fog,Medium ,motorcycle ,Metropolitian ,37.0,Grocery
lpoo559278752,28,4.8,13.058616,80.264151,13.188616,80.394151,2022-03-16,19:50:00,20:00:00,Sandstorms,Jam ,van,Metropolitian ,115.0,Clothing
ciiu227813992,39,4.8,12.352058,76.60665,12.402058,76.65665,2022-03-05,21:50:00,22:00:00,Windy,Jam ,motorcycle ,Metropolitian ,150.0,Skincare
whbe278371630,26,4.8,22.727021,75.884167,22.747021,75.904167,2022-03-26,09:50:00,10:00:00,Windy,Low ,scooter ,Metropolitian ,70.0,Shoes
ajon496915803,33,4.8,22.651847,75.881991,22.681847,75.911991,2022-03-24,23:15:00,23:25:00,Stormy,Low ,van,Metropolitian ,140.0,Skincare
fjwn048296205,37,4.9,25.45235,81.841889,25.48235,81.871889,2022-02-11,20:30:00,20:45:00,Sandstorms,Jam ,scooter ,Metropolitian ,135.0,Jewelry
hibb670568838,24,4.6,10.994136,76.963303,11.084136,77.053303,2022-03-27,23:20:00,23:25:00,Sandstorms,Low ,motorcycle ,Metropolitian ,80.0,Clothing
mpxz628633412,36,5.0,19.874733,75.353942,19.954733,75.433942,2022-02-14,19:35:00,19:40:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,215.0,Cosmetics
rqqt145827294,22,4.7,22.311603,73.165012,22.401603,73.255012,2022-03-04,17:45:00,17:50:00,Fog,Medium ,motorcycle ,Metropolitian ,220.0,Clothing
xrou628500081,21,4.6,17.411028,78.329645,17.441028,78.359645,2022-03-30,18:55:00,19:00:00,Stormy,Medium ,motorcycle ,Metropolitian ,110.0,Kitchen
xnwm549054246,29,5.0,21.170798,72.790489,21.220798,72.840489,2022-03-21,22:35:00,22:45:00,Windy,Low ,scooter ,Urban ,80.0,Clothing
tcjj860782373,33,4.7,12.972532,77.608179,12.992532,77.628179,2022-04-05,08:30:00,08:35:00,Fog,Low ,scooter ,Metropolitian ,90.0,Sports
ceoa860679195,27,4.1,23.359033,85.325347,23.379033,85.345347,2022-03-11,10:20:00,10:25:00,Stormy,Low ,motorcycle ,Metropolitian ,80.0,Sports
ozff337964990,30,4.2,21.173493,72.801953,21.243493,72.871953,2022-04-06,19:50:00,19:55:00,Cloudy,Jam ,motorcycle ,Metropolitian ,230.0,Snacks
jjpc681328627,20,4.9,11.003669,76.976494,11.073669,77.046494,2022-04-02,17:25:00,17:30:00,Stormy,Medium ,scooter ,Urban ,85.0,Skincare
wnja265203362,31,4.4,12.972161,77.596014,13.042161,77.666014,2022-03-12,20:25:00,20:30:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,220.0,Electronics
ahcl676711139,39,4.9,26.892312,75.806896,26.972313,75.886896,2022-03-14,21:15:00,21:25:00,Windy,Jam ,motorcycle ,Urban ,215.0,Shoes
fnmz024487519,32,4.7,17.424114,78.347554,17.534114,78.457554,2022-03-31,22:50:00,23:05:00,Fog, NaN ,motorcycle ,Metropolitian ,41.0,Grocery
jlvk970569104,30,3.8,21.170096,72.789122,21.250096,72.869122,2022-03-18,20:25:00,20:35:00,Windy,Jam ,scooter ,Metropolitian ,200.0,Skincare
nkob102431367,26,4.7,22.760072,75.892574,22.780072,75.912574,2022-03-05,08:20:00,08:25:00,Windy,Low ,scooter ,Urban ,80.0,Pet Supplies
aitb076913492,21,4.9,21.157735,72.768778,21.167735,72.778778,2022-03-13,11:25:00,11:35:00,Stormy,High ,motorcycle ,Urban ,65.0,Apparel
zzht454845366,23,4.6,11.000762,76.981876,11.030762,77.011876,2022-03-21,18:30:00,18:45:00,Stormy,Medium ,scooter ,Metropolitian ,145.0,Kitchen
penp730595480,22,4.9,21.186884,72.793616,21.206884,72.813616,2022-03-03,11:10:00,11:20:00,Sandstorms,High ,motorcycle ,Metropolitian ,120.0,Cosmetics
tqqq117400105,39,4.5,21.157729,72.768726,21.187729,72.798726,2022-03-30,18:25:00,18:35:00,Cloudy,Medium ,motorcycle ,Metropolitian ,80.0,Books
wrbr570700916,32,4.1,13.086438,80.220672,13.136439,80.270672,2022-03-24,20:40:00,20:45:00,Stormy,Jam ,scooter ,Metropolitian ,34.0,Grocery
wzvs619072447,25,4.7,26.846156,75.8023,26.956156,75.9123,2022-03-25,19:40:00,19:55:00,Stormy,Jam ,motorcycle ,Metropolitian ,100.0,Outdoors
oini183602327,30,5.0,21.157729,72.768726,21.197729,72.808726,2022-03-30,14:50:00,15:05:00,Fog,High ,motorcycle ,Metropolitian ,140.0,Jewelry
elrp114539975,25,4.8,12.939496,77.625999,13.069496,77.755999,2022-03-29,17:45:00,18:00:00,Fog,Medium ,scooter ,Metropolitian ,150.0,Books
fvoq332072223,26,4.7,11.008638,76.984311,11.098638,77.074311,2022-04-06,22:20:00,22:35:00,Stormy,Low ,scooter ,Metropolitian ,70.0,Skincare
kemd906602818,30,4.6,11.022477,76.995667,11.062477,77.035667,2022-03-21,14:25:00,14:30:00,Windy,High ,motorcycle ,Urban ,150.0,Sports
kqmi499374214,31,4.3,27.160934,78.044095,27.180934,78.064095,2022-02-11,09:30:00,09:45:00,Windy,Low ,motorcycle ,Metropolitian ,125.0,Apparel
qdqs225203666,33,4.8,22.725748,75.898497,22.805747,75.978497,2022-03-18,23:35:00,23:45:00,Sunny,Low ,motorcycle ,Metropolitian ,140.0,Kitchen
ztel491150706,20,5.0,19.131141,72.813074,19.19114,72.873074,2022-03-15,23:15:00,23:20:00,Sunny,Low ,scooter ,Metropolitian ,85.0,Kitchen
rbvw350017323,20,4.9,18.51421,73.838429,18.60421,73.928429,2022-03-18,17:15:00,17:30:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,180.0,Books
kcdr224504524,37,4.7,22.31279,73.170283,22.37279,73.230283,2022-03-11,21:10:00,21:20:00,Cloudy,Jam ,motorcycle ,Metropolitian ,125.0,Clothing
nuxp187566978,28,5.0,26.905287,75.794592,27.015287,75.904592,2022-04-06,19:55:00,20:00:00,Fog,Jam ,scooter ,Metropolitian ,200.0,Electronics
ervj934596417,39,3.5,12.975377,77.696664,13.055377,77.776664,2022-03-16,22:15:00,22:20:00,Cloudy,Low ,motorcycle ,Urban ,160.0,Home
kqnb541413741,31,4.0,17.422819,78.449578,17.502819,78.529578,2022-04-06,21:25:00,21:40:00,Cloudy,Jam ,scooter ,Metropolitian ,210.0,Clothing
oric826953147,30,4.9,17.45971,78.368855,17.50971,78.418855,2022-03-05,23:50:00,23:55:00,Sunny,Low ,motorcycle ,Urban ,135.0,Electronics
urec609350393,27,4.9,22.526461,88.364453,22.616461,88.454453,2022-02-18,21:25:00,21:35:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,125.0,Home
ovti492712870,30,4.9,18.533811,73.899315,18.583811,73.949315,2022-03-17,23:45:00,00:00:00,Sandstorms,Low ,motorcycle ,Metropolitian ,120.0,Jewelry
brfo817641389,29,4.5,12.906229,77.596791,13.036229,77.726791,2022-03-18,20:55:00,21:00:00,Cloudy,Jam ,scooter ,Urban ,150.0,Jewelry
pbsp176319059,35,4.5,27.163303,78.057044,27.293303,78.187044,2022-02-18,22:45:00,22:50:00,Windy,Low ,motorcycle ,Metropolitian ,110.0,Clothing
kfjw636000221,34,4.9,22.695207,75.866059,22.715207,75.886059,2022-04-01,12:00:00,12:15:00,Windy,High ,motorcycle ,Metropolitian ,155.0,Sports
szso398384860,37,4.8,11.026117,76.944652,11.106117,77.024652,2022-03-02,22:25:00,22:30:00,Stormy,Low ,scooter ,Metropolitian ,80.0,Kitchen
pjbh964684827,34,4.9,26.910262,75.783013,26.940262,75.813013,2022-03-26,20:20:00,20:25:00,Sunny,Jam ,motorcycle ,Metropolitian ,125.0,Apparel
dhru296264034,23,4.1,17.440827,78.393391,17.500827,78.453391,2022-03-30,20:55:00,21:00:00,Fog,Jam ,van,Metropolitian ,160.0,Outdoors
jrdt044319812,29,4.7,22.727021,75.884167,22.777021,75.934167,2022-04-01,18:20:00,18:30:00,Sunny,Medium ,motorcycle ,Metropolitian ,100.0,Home
cmnr733682904,34,4.9,19.875522,75.367127,19.925522,75.417127,2022-02-11,23:15:00,23:30:00,Fog,Low ,motorcycle ,Metropolitian ,95.0,Shoes
velf920731059,21,4.7,18.593481,73.785901,18.623481,73.815901,2022-03-28,19:10:00,19:15:00,Stormy,Jam ,scooter ,Metropolitian ,55.0,Home
grsq278292648,35,4.6,11.003008,76.97544,11.073009,77.04544,2022-04-06,23:20:00,23:30:00,Windy,Low ,motorcycle ,Urban ,115.0,Outdoors
rqha328591539,20,4.7,26.914142,75.805704,27.024142,75.915704,2022-03-12,22:35:00,22:40:00,Stormy,Low ,van,Metropolitian ,60.0,Kitchen
rhpv487359562,24,4.1,19.103249,72.846749,19.233249,72.976749,2022-03-29,20:35:00,20:50:00,Cloudy,Jam ,van,Metropolitian ,195.0,Outdoors
aokn153705465,25,4.5,12.939496,77.625999,12.979496,77.665999,2022-03-15,14:25:00,14:30:00,Windy,High ,scooter ,Urban ,80.0,Books
sxnc962329653,38,4.7,23.416792,85.316842,23.506792,85.406842,2022-03-14,18:30:00,18:40:00,Windy,Medium ,motorcycle ,Urban ,120.0,Sports
hsbp920939915,29,4.3,12.934365,77.616155,12.974365,77.656155,2022-03-30,12:25:00,12:40:00,Cloudy,High ,scooter ,Urban ,165.0,Home
mbhl763139783,24,4.8,12.906229,77.596791,13.016229,77.706791,2022-03-29,18:55:00,19:10:00,Sandstorms,Medium ,scooter ,Urban ,145.0,Pet Supplies
dqml870257443,36,4.8,30.359722,78.067079,30.499722,78.207079,2022-02-18,17:40:00,17:55:00,Fog,Medium ,motorcycle ,Metropolitian ,42.0,Grocery
oipo304682095,31,4.7,26.956431,75.776649,27.006431,75.826649,2022-03-09,22:30:00,22:35:00,Windy,Low ,van,Metropolitian ,140.0,Shoes
npqc426335347,20,4.8,12.334022,76.618203,12.364022,76.648203,2022-03-09,20:20:00,20:30:00,Fog,Jam ,scooter ,Metropolitian ,125.0,Kitchen
kbcb187418479,25,4.6,23.214294,77.435361,23.264294,77.485361,2022-02-11,18:20:00,18:25:00,Sunny,Medium ,scooter ,Metropolitian ,80.0,Outdoors
nvss305715416,23,5.0,12.914264,77.6784,13.024264,77.7884,2022-03-23,23:55:00,00:05:00,Sandstorms,Low ,scooter ,Urban ,11.0,Grocery
bvje827756058,21,4.7,12.326356,76.619103,12.436356,76.729103,2022-03-04,18:50:00,19:05:00,Cloudy,Medium ,motorcycle ,Metropolitian ,175.0,Home
tmra080782884,32,4.7,22.725835,75.887648,22.765835,75.927648,2022-03-01,16:10:00,16:15:00,Stormy,Medium ,scooter ,Metropolitian ,125.0,Sports
gtmc763426867,36,4.9,23.359194,85.325447,23.489194,85.455447,2022-03-25,20:30:00,20:35:00,Sunny, NaN ,motorcycle ,Metropolitian ,75.0,Skincare
kjln790080169,38,4.8,11.006686,76.951736,11.076686,77.021736,2022-03-02,20:25:00,20:30:00,Cloudy,Jam ,motorcycle ,Metropolitian ,245.0,Pet Supplies
gqyt412008922,34,4.3,12.934179,77.615797,13.044179,77.725797,2022-03-29,18:15:00,18:25:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,175.0,Sports
hojh303673874,23,2.5,21.173493,72.801953,21.283493,72.911953,2022-03-20,23:50:00,00:05:00,Sunny,Low ,motorcycle ,Metropolitian ,170.0,Skincare
uowo219202183,32,3.6,12.311072,76.654878,12.441072,76.784878,2022-04-06,20:25:00,20:30:00,Stormy,Jam ,scooter ,Urban ,195.0,Sports
laly052364040,31,4.8,13.029198,77.570997,13.039198,77.580997,2022-03-21,09:45:00,10:00:00,Fog,Low ,motorcycle ,Metropolitian ,26.0,Grocery
seue774035229,22,4.6,12.334022,76.618203,12.414022,76.698203,2022-04-04,19:25:00,19:40:00,Sunny,Jam ,motorcycle ,Metropolitian ,55.0,Kitchen
hpfx282951824,34,3.9,12.323225,76.630028,12.403225,76.710028,2022-03-10,22:20:00,22:30:00,Cloudy,Low ,van,Metropolitian ,165.0,Cosmetics
kwac459258247,39,4.8,23.371292,85.327872,23.501292,85.457872,2022-03-18,21:35:00,21:40:00,Cloudy,Jam ,motorcycle ,Metropolitian ,235.0,Clothing
drnq455410643,21,5.0,26.766536,75.837333,26.846536,75.917333,2022-03-10,23:10:00,23:20:00,Cloudy,Low ,motorcycle ,Metropolitian ,125.0,Outdoors
cpai239579459,34,3.9,17.41233,78.449654,17.50233,78.539654,2022-03-29,23:10:00,23:15:00,Fog,Low ,scooter ,Metropolitian ,185.0,Skincare
